StartDate,EndDate,Progress,Duration,Finished,RecordedDate,Q1,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q191,Q192,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q291,Q292
6/5/24 10:36,6/5/24 10:42,100,367,TRUE,6/5/24 10:42,I consent,CAT,lebron james,BENZ,CANCER,salad,NYC NEW YORK CITY UNIVERSITY,COLD,NBA,MOSQUITO,ARM INJURY,afganistan,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:40,6/5/24 10:42,100,156,TRUE,6/5/24 10:43,I consent,Dog,Jordan,Lexus,HIV,Pizza,Harvard,Rain,CIA,Fly,Broken Arm,Issis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:40,6/5/24 10:43,100,167,TRUE,6/5/24 10:43,I consent,grizzly bear,Lance Armstrong,Jaguar,Crohn's disease,pizza,Stanford,clear,FBI,praying mantis,bruise,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:43,100,307,TRUE,6/5/24 10:43,I consent,Dog,Roman Burki,Honda Civic,Measles ,Cheese,Harvard,Muggy,FBI,Cicada,stab wound,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:40,6/5/24 10:43,100,173,TRUE,6/5/24 10:43,I consent,Wolf,Shaquille O'Neal,Ferrari,Cancer,Pizza,University of Missouri-Kansas City,Rainy,Congress,Praying Mantis,broken rib,al-Qa'ida,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:42,6/5/24 10:43,100,101,TRUE,6/5/24 10:43,I consent,DOg,Luka,viper,Covid,Pizza,University of Minnesota,sunny,FBI,beetle,Broken bone,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:34,6/5/24 10:44,100,573,TRUE,6/5/24 10:44,I consent,dog,pete rose,jeep,flu,roast beef,brooklyn colletge,rainy,Irs,ant,break leg,hammas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:42,6/5/24 10:44,100,142,TRUE,6/5/24 10:44,I consent,Cat,Lebron James,Audi,Alzheimer's,Meatloaf,Georgetown University,Rainy,FBI,Caterpillar,Broken Leg,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:37,6/5/24 10:44,100,400,TRUE,6/5/24 10:44,I consent,cow,Kobe Bryant,Maserati,diabetes,tacos,UCLA,Hot,FBI,ant,strain,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:35,6/5/24 10:44,100,521,TRUE,6/5/24 10:44,I consent,cat,Michael Jordan,Honda,Bone Marrow,Chicken,Harvard,harsh,Census,mosquito,broken bones,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:41,6/5/24 10:44,100,173,TRUE,6/5/24 10:44,I consent,cat,mike tyson,taurus,plague,pizza,university of arizona,hot,FBI,cicada,broken bone,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:40,6/5/24 10:45,100,280,TRUE,6/5/24 10:45,I consent,girrafe,Tom Brady,Bentley Mulsanne.,covid,pizza,Harvard College ,summer," cabinet departments,",lizard,hand injury,Jamaat Nusrat Al-Islam wal Muslimeen,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:39,6/5/24 10:45,100,336,TRUE,6/5/24 10:45,I consent,dog,Larry Bird,Kia,Crohns,banana,Harvard,sunny,FBI,ant,wrist,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:39,6/5/24 10:45,100,356,TRUE,6/5/24 10:45,I consent,Rabbit,Olympics,Ford,Ebola,Pilau,USIU,Rainy,police,Cockroaches,Leg injury,Alsabahab,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:40,6/5/24 10:45,100,350,TRUE,6/5/24 10:45,I consent,Lion,Michael Jordan,Toyota,Cancer,Pizza,Harvard University.,Sunny,The government agency that first comes to my mind is the Federal Bureau of Investigation (FBI).,Butterfly,Cut,ISIS (Islamic State of Iraq and the Levant).,"In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:43,6/5/24 10:46,100,129,TRUE,6/5/24 10:46,I consent,cat,Serena Williams,Honda Civic,measles,pizza,Florida Atlantic University,rainy,F.B.I.,mosquito,broken arm,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:41,6/5/24 10:46,100,286,TRUE,6/5/24 10:46,I consent,cat,Tom Brady,Ford Taurus,AIDS,pizza,University of Iowa,blizzard,Department of Justice,mosquito,broken leg,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:46,100,619,TRUE,6/5/24 10:46,I consent,cat,michael Jorden,Volvo,flu,ramen soup,University of Washington,sunny,IRS,ant,broken arm,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:42,6/5/24 10:46,100,215,TRUE,6/5/24 10:46,I consent,Tiger,messi,benz,influenza,pizza,davis,summer,Homeland Security Council,honeybee,cuts,al-Ashtar Brigades,"In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:43,6/5/24 10:46,100,188,TRUE,6/5/24 10:46,I consent,"spider (not an insect, lol, my bad)",LeBron James,Toyota Prius,cancer,pizza,ASU,rainy,FBI,spider,cut,hamas,"In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:41,6/5/24 10:46,100,306,TRUE,6/5/24 10:46,I consent,Cat,Aaron Rogers,Saturn SC1,Cancer,Sushi,George Mason University,Stormy,Food and Drug Administration,Spider,Broken ankle,Al-Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:40,6/5/24 10:46,100,367,TRUE,6/5/24 10:46,I consent,Cat,Jayson Tatum,Lexus,Brain cancer,Hamburger,Emory University,Sunny,Coast Guard,Spider,Broken leg,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:41,6/5/24 10:47,100,357,TRUE,6/5/24 10:47,I consent,Tiger,Lebron James,Mercedes CLK,Covid,Hamburger,Harvard,Thunderstorm,FBI,Fly,Broken arm,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:38,6/5/24 10:47,100,526,TRUE,6/5/24 10:47,I consent,dog,kobe,jeep,covid,pizza,University of Washington,sunny,fbi,ant,broken arm,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:46,6/5/24 10:47,100,113,TRUE,6/5/24 10:47,I consent,dog,Lebron James,Honda,COVID,Nachos,Maryland,cloudy,NSA,cicada,Broken ankle,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:36,6/5/24 10:48,100,718,TRUE,6/5/24 10:48,I consent,Lion,Serena Williams,Ferrari,Hiv,Pizza,Michigan,Winter,Independent executives,Butterfly,Hamstring,"Islamic State (IS), ","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:35,6/5/24 10:48,100,808,TRUE,6/5/24 10:48,I consent,cat,michael jordan,bmw,cancer,pizza,harvard,stormy,department of defense,ant,broken leg,hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 10:45,6/5/24 10:49,100,213,TRUE,6/5/24 10:49,I consent,Dog,Babe Ruth,Ford,Cancer,Spaghetti,Harvard,Sunny,CIA,Bee,broken arm,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:34,6/5/24 10:49,100,904,TRUE,6/5/24 10:49,I consent,Cat,Ussain Bolt,Ferrari,AIDS,Corn,Barnard,Bad,CIA,Cockroach,broken limb,Al Quida,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:46,6/5/24 10:49,100,191,TRUE,6/5/24 10:49,I consent,dog,Steph Curry,Corvette,Small Pox,Pizza,USC,Rainy ,Congress,Butterfly,broken finger,ISSIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:47,6/5/24 10:50,100,131,TRUE,6/5/24 10:50,I consent,Elephant,Michael Jordan,Ford Focus,Smallpox,Hotdog,Harvard University,Stormy,NSA,Beetle,Broken arm,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:46,6/5/24 10:50,100,247,TRUE,6/5/24 10:50,I consent,Panda,Tom Brady,Audi,Parkenson's,Pizza,Yale,Sunny,CIA,Bumblebee,Concussion,ISIS-K,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:48,6/5/24 10:51,100,173,TRUE,6/5/24 10:51,I consent,tiger,lebron james,ferrari,diabetes,pizza,havard,rainy,fbi,bee,broken leg,al queda ,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:49,6/5/24 10:51,100,153,TRUE,6/5/24 10:51,I consent,Lion,Barry Bonds,Bentley,Covid-19,Meatloaf,Johns Hopkins,Cloudy,FBI,Lizard,Ankle Sprain,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:47,6/5/24 10:52,100,258,TRUE,6/5/24 10:52,I consent,elephant,Kohli,BMW,foot,burger,Agnes Scott,summer,Department of Agriculture,Housefly,fracture bones,ISIS in the Greater Sahara,"In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:44,6/5/24 10:53,100,534,TRUE,6/5/24 10:53,I consent,Llama,Larry Bird,Toyota,alzheimers,Kimchi,Boston University,Arid,IRS,beetle,Broken bone,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:51,6/5/24 10:54,100,211,TRUE,6/5/24 10:54,I consent,cat,jesse owens,ford,cancer,tacos,harvard,raining,federal drug administration,roach,back injury,isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:50,6/5/24 10:55,100,298,TRUE,6/5/24 10:55,I consent,Dog,Patrick Mahomes,Toyota Prius,Measles,Chicken parmesan,Princeton University,Sunny,CIA,Firefly,Broken arm,Al Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:53,6/5/24 10:55,100,138,TRUE,6/5/24 10:55,I consent,Dog,Luka Doncic,Camry,Cancer,Pizza,Harvard,Hot,CIA,Fly,Broken arm,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:53,6/5/24 10:57,100,243,TRUE,6/5/24 10:58,I consent,Cat,Lebron James,Corolla,Tuberculosis ,Taco,Ohio State,Rainy,FDA,Ant,Sprain ,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 10:59,6/5/24 11:01,100,134,TRUE,6/5/24 11:01,I consent,Cat ,Magic Johnson,Chevrolet Malibu,Cancer ,Hamburger ,U mass ,Thunder ,NASA ,Bee ,Femur fracture ,Kkk ,"In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:59,6/5/24 11:01,100,165,TRUE,6/5/24 11:02,I consent,Giraffe,Aaron Rodgers,Mitsubishi,Tuberculosis,Pizza,Cornell,Overcast,CIA,Butterfly,ACL Tear,Hamas,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:52,6/5/24 11:02,100,621,TRUE,6/5/24 11:02,I consent,Horse,Michael Jordan,Toyota,AIDS,Pizza,Harvard,Warm,NSA,Beetle,Broken leg,iSIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:58,6/5/24 11:03,100,294,TRUE,6/5/24 11:03,I consent,dog,Lebron James,ford mustang,heart disease,bread,Florida State,sunny,Department of justice,ant,burn,al-Qa’ida,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:59,6/5/24 11:03,100,272,TRUE,6/5/24 11:03,I consent,Cat,Derek Jeter,Ferrari,Lupus,Pizza,Notre Dame,Sunny,FBI,Cricket,Sprained Ankle,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 11:01,6/5/24 11:05,100,225,TRUE,6/5/24 11:05,I consent,cat,lebron,mustang,covid,pizza,Princeton,sunny,IRS,cricket,broken leg,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 11:01,6/5/24 11:05,100,235,TRUE,6/5/24 11:05,I consent,cat,Aaron Jones,Ford Mustang,COVID-19,perch fish,University of Wisconsin at Stevens Point,rainy,National Guard,ladybug,broken leg,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 11:03,6/5/24 11:06,100,186,TRUE,6/5/24 11:06,I consent,Lion,ronaldo,Benz,COLD,Pizza,Emor university,summer,Department of Defense,butterfly,fraucture,al-Ashtar Brigades,"In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 11:03,6/5/24 11:07,100,189,TRUE,6/5/24 11:07,I consent,dolphin,Lebron James,mazda,polio,donut,Salisbury University,sunny,FBI,bee,concussion,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 11:05,6/5/24 11:07,100,87,TRUE,6/5/24 11:07,I consent,cat,luka jovic,toyota tacoma,cancer,pizza,university of michigan,stormy,department of education,beetle,head injury,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 10:59,6/5/24 11:08,100,557,TRUE,6/5/24 11:08,I consent,Dog,Messi,Ford Mustang,Polio,Jambalaya,University of Georgia,Sunny,FBI,Butterfly,Sprained wrist,Al Qaeda,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 11:00,6/5/24 11:09,100,555,TRUE,6/5/24 11:09,I consent,Tiger,Michael Jordan,Jaguar,Diabetes,Hamburger,Harvard University,Rainy,FBI,Beetle,broken arm,Isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 11:07,6/5/24 11:10,100,170,TRUE,6/5/24 11:10,I consent,zebra,tom brady ,chevy camaro ,measles ,pizza,Hofstra,rainy,fbi,cricket,broken arm,ISIS,"In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones"
6/5/24 11:00,6/5/24 11:10,100,563,TRUE,6/5/24 11:10,I consent,dog,Tony Romo,Corvette,SARS,pizza,Penn State,snowy,CIA,firefly,Twisted ankle,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones"
6/5/24 11:08,6/5/24 11:11,100,164,TRUE,6/5/24 11:11,I consent,Dog,Jason Tatum,Chevrolet Cruze,Diabetes,steak,Alabama,Hot,IRS,ant,broken arm,ISIS,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 11:09,6/5/24 11:12,100,135,TRUE,6/5/24 11:12,I consent,cat,Lebron James,Honda,flu,pizza,UCF,rainy,fda,ladybug,broken arm,isis,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones"
6/5/24 10:35,6/5/24 11:13,100,2244,TRUE,6/5/24 11:13,I consent,dog,OJ simpson,Toyota camry,herpes,hamburger,University of Texas,tornado,FBI,dragonfly,stabbing,hamas,"In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
6/5/24 11:11,6/5/24 11:13,100,117,TRUE,6/5/24 11:13,I consent,cat,MJ,c300,aids,chicken,Stamford ,cloudy,social security,roach,broken leg,alkidah,"In the top half, with the better ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the top half, with the better ones","In the top half, with the better ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones","In the bottom half, with the worse ones"
